name,text,episode,season
SONG LYRICS,"Into the night. Shadows fall, shadows ...COOPER moves to the record player. Using his tweezers he lifts the stylus from the record, puts it in its cradle and says ...SONG ENDS: INTO THE NIGHT",6,1
COOPER,"And there's always music in the air.SHERIFF TRUMAN lifts the cover off an object, where a bird can be heard, and finds a mynah bird in its bird cage. The bird cage has a name plaque. He reads it out loud.",6,1
SHERIFF TRUMAN,Waldo.DEPUTY HAWK has moved over to a camera on a tripod. He opens the camera.,6,1
HAWK,"There's film in here.Using a handkerchief, HAWK removes the film canister. We see COOPER put on some latex gloves and move to the floor to inspect a roll of twine. HAWK has now moved to another area and finds ...",6,1
HAWK,"Blood.A cuckoo clock go off but the cuckoo clock bird is not popping out like it should. SHERIFF TRUMAN walks up to it, opens one of the little doors and a bunch of poker chips fall out. Kneeling on the floor, COOPER watches one of the poker chips roll under a chair. COOPER walks over to it and picks it up.CUT TO:TUNE: LOVE THEME FROM TWIN PEAKS",6,1
POKER CHIP,We see a CLOSEUP of the blue poker chip. Its from One-Eyed Jacks and it has a notch in it at the 'J'. This is the chip where the fragment found in LAURA'S stomach was taken from.,6,1
COOPER,"One-Eyed Jacks.TUNE ENDS: LOVE THEME FROM TWIN PEAKSFADE OUT:FADE IN:SONG: HOME ON THE RANGE (SUNG BY ICELANDERS)EXT. GREAT NORTHERN HOTEL - NIGHTWe view the glowing lights of the hotel in the dark.CUT TO:INT. BENJAMIN HORNE'S OFFICE - NIGHTIn the dark, we see someone seated at BENJAMIN'S desk smoking.CUT TO:INT. TIMBER ROOM - NIGHTWe view a sign above the double doors to the room. It says 'Timber Room'. We PAN down to see a couple, MR. and MRS. SCHOLPF, open the doors to the room. A HOSTESS, dressed in a Viking costume and wearing a Viking helmet, stands by the door to greet and check people into the party. Behind her we see the party being held to welcome the Icelandic business group to Twin Peaks.MR. SCHOLPFGood evening, Mr. and Mrs. Scholpf.The HOSTESS looks over the sheet and nods for them to enter. CATHERINE MARTELL and PETE MARTELL are next to be greeted.",6,1
HOSTESS,Good evening.,6,1
CATHERINE,"Catherine Martell and spouse.PETE looks at her, bothered by the way she addressed him. They walk into the room.",6,1
PETE,"Go easy on the sauce tonight okay Cathy.CATHERINE immediately picks up two glasses of champagne from a nearby tray a waiter is holding. She downs one of the glasses, turns to PETE and says ...",6,1
CATHERINE,"Couple of belts and even you may start to look good to me.She walks off. PETE, in his good natured way, just smiles. He looks around the room.CUT TO:INT. TIMBER ROOM - NIGHTWe see PETE'S POV of the people singing by a piano.SONG ENDS: HOME ON THE RANGE (SUNG BY ICELANDERS)The song ends and people clap. We see that TRUDY was playing the piano.CUT TO:INT. TIMBER ROOM - NIGHTAt the buffet table MAJOR BRIGGS, as he serves himself food, speaks to the Icelandic business group leader, MR. EINAR THORSON.",6,1
MAJOR BRIGGS,"Of course the modern age has changed forever the way your people live, Mr. Thorson. It would be my guess that there still remains a tremendous vestigial of interest in the legends and folklore of ancient Iceland.MR. THORSONVestigial. Absolutely.CUT TO:INT. TIMBER ROOM - NIGHTJERRY talks to HEBA, a tall, beautiful blonde, who stands against a log column holding a plate of food.",6,1
JERRY,Did you know that was an American figure of speech?,6,1
HEBA,No Yerry (accent mispronounces).,6,1
JERRY,"Hepa, Hepa. You've never heard that before?",6,1
HEBA,"No Yerry (laughs).CUT TO:INT. TIMBER ROOM - NIGHTWe see LELAND enter the room. The HOSTESS smiles and nods to him. Expressionless, he scans the party and brushes his hand through his hair.CUT TO:INT. TIMBER ROOM - NIGHTAgain, we watch JERRY talking to HEBA.",6,1
JERRY,"Did you realize the incredible potential that could result from our taking a mutual dip in each other's respective gene pools. (HEBA laughs) Heba, I want to cook for you.CUT TO:INT. TIMBER ROOM - NIGHTIn bursting laughter, we see BENJAMIN talking to several members of the Icelandic GROUP. From the bar, we see CATHERINE down another glass of champagne. She grabs another glass and walks over to him.",6,1
BENJAMIN,"So he says. What do you get when you cross a Norwegian with a Swede? A socialist who wants to be king. (group laughs)CATHERINE is now beside BENJAMIN, listening.",6,1
BENJAMIN,"Well I can remember it was I think oh ... somewhere in the '50s I came ... (CATHERINE tries to get his attention by clearing her throat) I came through your country. Beautiful, beautiful. Not many trees though you know but ...From her glass, CATHERINE pours a little bit of her champagne on BENJAMIN'S shoe. She gets his attention and group's as well as they all quiet down. BENJAMIN looks down at his shoe and taps his wet foot. He turns to look at CATHERINE and then back to the GROUP.",6,1
BENJAMIN,Would you excuse me.,6,1
GROUP,(severally) Of course ... yeah ... sure.BENJAMIN and CATHERINE walk together away from the GROUP.,6,1
BENJAMIN,Meet me at my office. Give me uh ... two minutes to break away.,6,1
CATHERINE,Hell hath no fury.,6,1
BENJAMIN,"What? Two minutes.He walks away from her. We PAN to see AUDREY, leaning against a wood column. She has seen the incident with her father and CATHERINE. She watches CATHERINE walk down the hallway toward her father's office. We hear BENJAMIN in the background.",6,1
BENJAMIN,"Ah, Thor. I've been meaning to ask you. Are you familiar with the work of Knut Hamsun?CUT TO:TUNE: THE BOOKHOUSE BOYS (2:12 - 2:31)INT. GREAT NORTHERN HOTEL - NIGHTAUDREY moves down the hall near the HORNE residency and pulls a ring in bedded in the wall that reveals a small panel door.CUT TO:INT. AUDREY'S SECRET SPY HOLE - DAYShe enters a small space within the walls between the hallway and the HORNE residency. Out of sight but in BENJAMIN HORNE'S office we hear BENJAMIN and CATHERINE as AUDREY moves within the small space to her spy hole. AUDREY removes a wood panel from the wall to reveal a knot hole in the wood wall in the other room.",6,1
BENJAMIN,We agreed. No scenes in front of the guests. Lets keep the melodrama to a minimum. The next thing I know your polishing my shoes with Dom Perigon. Fill me in. What's eating you?We see AUDREY'S POV of CATHERINE speaking to BENJAMIN in his office.,6,1
CATHERINE,Why do you have this thousand poker chip from you know where in your pants yesterday? I thought you preferred women with a certain experience.She holds it up for him to see. He takes the chip and looks it over as if he wasn't sure what it was.,6,1
BENJAMIN,Uhm. Jerry gave me that.CATHERINE slaps him across the face with her right hand. We see AUDREY silently laugh.,6,1
BENJAMIN,Its a good luck charm. I thought I lost it. I'm so relieved ... that you found it.CATHERINE slaps him across the face with her left hand.,6,1
BENJAMIN,Are you quite finished?Again she slaps him across the face but with her right hand.,6,1
CATHERINE,Yes.,6,1
BENJAMIN,"In that case.BENJAMIN grabs her by the arms and kisses her. They both hug each other, kiss and CATHERINE lays back on his desk. AUDREY is no longer smiling as she watches them.",6,1
CATHERINE,"Oh, lets burn the mill. Lets do it tonight.",6,1
BENJAMIN,"No my love. We'll give Josie one last chance to sell, tomorrow. (moves off CATHERINE and stands up) Failing that, I have retained the services of a qualified professional.BENJAMIN reaches into his pocket and pulls out a packet of mints and offers one to CATHERINE.",6,1
BENJAMIN,"Breath mint?AUDREY replaces the wood slat cover. Disturbed by what she saw and heard, she laughs to herself.TUNE ENDS: THE BOOKHOUSE BOYS (2:12 - 2:31)CUT TO:SONG: ICELANDER IVINT. TIMBER ROOM - NIGHTPETE, holding a glass mug full of milk and wearing a napkin like a bib, talks to MR. THORSON, who is holding a plate of food.",6,1
PETE,"Now let me get this straight. Your entire country is above the timber line.They are interrupted as JERRY, using a microphone, gets the crowds attention. HEBA stands behind him in the background.",6,1
JERRY,"Folks, ladies and gentlemen can I have your attention please.SONG ENDS: ICELANDER IVThe singing stops and the crowd quiets down.",6,1
JERRY,Can I have your attention.The microphone crackles. He taps it on a edge of a podium that generates some amplified distortion but it all clears up. JERRY laughs.,6,1
JERRY,"First off, I want to thank you all for turning out to welcome our neighbors from the magical isle of Iceland. (says an Icelander sentence then repeats it in English) We are all Icelanders.The crowd claps and JERRY laughs. We see LELAND in the crowd listening on.",6,1
JERRY,"The Ghostwood Estates project is an important part of our future here in Twin Peaks and there's no one we'd rather ...TUNE: IN THE MOOD   28KAs JERRY speaks, a big band tune unexpectedly and unintentionally starts up. People in crowd look around unsure of what is going on. We see that BENJAMIN and CATHERINE have returned to the party.",6,1
JERRY,"... have as partners in our future then ... (looks around) What?We view LELAND cringe and moan at hearing the big band tune. He irrationally begins to dance, holding his hands in place as if he was dancing with a partner. Alone on the dance floor, people start to look at him. BENJAMIN sees him and his furious. He doesn't want LELAND to upset or frighten his guests so he tells CATHERINE ...",6,1
BENJAMIN,"Dance with him. (she gives him a questioning look) It is serious. Dance with him.CATHERINE complies. She takes off her shoes, moves over to LELAND, grabs his hands and starts to dance with him. People watch them and several of them can be heard. BENJAMIN waves to JERRY to come over.PARTY GUEST #1Alright.Confused, JERRY puts the microphone down and walks over to BENJAMIN.PARTY GUEST #2Jerry, what's going on?PARTY GUEST #3Yeah.",6,1
BENJAMIN,"(to JERRY, now beside him) Get Jacoby, get a net but get him (points of LELAND) out of my life.LELAND stops dancing but he puts his hands to his head and starts to cry. CATHERINE doesn't know what to do at first but, being a little drunk, mimics him by placing her hands to her head. With both hands on her head she starts to pat her head with both hands treating LELAND'S distress like some odd dance move. HEBA, dancing with JERRY, sees them and start to duplicate the dance. Soon everyone is doing it including BENJAMIN, who is dancing with a women from the Icelandic group. Behind a wood column, AUDREY cries at the sight of LELAND suffering on the dance floor.CUT TO:INT. BENJAMIN HORNE'S OFFICE - NIGHTIn the dark, we see someone seated at BENJAMIN desk smoking.TUNE ENDS: IN THE MOOD   28KCUT TO:EXT. PALMER HOUSE - NIGHTWe view the front of the house.CUT TO:INT. PALMER HOUSE - NIGHTIn her striped pajamas, we watch MADELEINE quietly walk down the stairs carrying a shoe box. In the dark living room, she takes a seat on the couch, turns on a nearby lamp, picks the up phone and dials.",6,1
MADELEINE,"Donna, its Mady. I was looking in Laura's room and I remembered when we were younger she used to hide cigarettes in her bed post. The top of one of the posts screws off. I found a tape in her hiding place.Speaking from upstairs, we can hear SARAH.",6,1
SARAH,"Leland, where'd you ... where'd you go?",6,1
MADELEINE,"I'll meet you and James tomorrow okay ... and bring a tape recorder.TUNE: LAURA PALMER'S THEME    MADELEINE quietly hangs up the phone, turns the light off and walks off. In the background behind her we slowly ZOOM IN on the homecoming picture of LAURA PALMER.TUNE ENDS: LAURA PALMER'S THEME    CUT TO:TUNE: IN THE MOOD   28KINT. GREAT NORTHERN HOTEL - NIGHTWe watch BENJAMIN walking down the hallway to his office.CUT TO:INT. BENJAMIN HORNE'S OFFICE - NIGHTIn the dark, BENJAMIN walks into his office and closes the door behind himself. He walks over to his desk and turns on the desk lamp. We see that the mysterious person smoking in the dark is JOSIE PACKARD.",6,1
BENJAMIN,Did anyone see you come in here?,6,1
JOSIE,No.He takes a seat beside her on the corner of his desk.,6,1
BENJAMIN,You do realize the risk if anyone sees us.TUNE ENDS: IN THE MOOD   28K,6,1
JOSIE,"This was hidden in her desk where you said it would be.BENJAMIN picks up the ledger book, opens it and looks it over.",6,1
BENJAMIN,Then we can proceed.,6,1
JOSIE,When?,6,1
BENJAMIN,"Tomorrow night.He picks up her hand and kisses it.CUT TO:TUNE: BAD DEEDS   34KINT. JOHNSON HOUSE - NIGHTWe see SHELLY light up a cigarette by using the stove burner. Wearing a robe, she nervously awaits the return of LEO. She looks out the window and then takes a seat at the kitchen table where her handgun lays.CUT TO:EXT. JOHNSON HOUSE - NIGHTIn a truck, LEO parks, gets out and walks to the outside wall of his house. He lifts a latch that opens a storage compartment built into the outside wall. He pulls out two 5 gallon gasoline cans. He closes the storage doors, picks up the gas cans, walks over to his truck and puts them in. As he turns around, he is suddenly punched in the face, the stomach, again in the face and then is jerked to the ground. LEO, flat on his back, lays quietly as HANK, in a black leather jacket, stands over him grabbing at LEO'S jacket.",6,1
HANK,I told you to mind the store Leo not open your own franchise.,6,1
LEO,Hank I ...,6,1
HANK,"Do as your told Leo. Next time, you watch me take your little chippy apart before I kill ya'.HANK lets go of his jacket and walks away nearly stepping on his head. LEO coughs trying to catch his breath.CUT TO:INT. JOHNSON HOUSE - NIGHTLEO walks inside through the kitchen entrance. As he enters we see that his face has been cut up and is a little bloody. He moves to the kitchen sink. SHELLY sees him and, shocked and concerned, rushes to him.",6,1
LEO,Give me a beer Shelly.,6,1
SHELLY,Honey what happened? Are you okay?,6,1
LEO,"JUST GET ME A DAMN BEER! (shoves her to the ground)SHELLY scrambles for the gun in the pocket of her robe. Still on the ground, she pulls it out, holds it securely between both of her hands and aims it at LEO.",6,1
LEO,Get up and ...LEO sees her with the gun and nearly starts to laugh.,6,1
LEO,(smiling) What the hell are you doing with that?,6,1
SHELLY,Your not going to hurt me again. Don't touch me. Don't come near me Leo.,6,1
LEO,You stupid little SLUT!SHELLY cocks the gun to fire by pulling the hammer back with her thumb.,6,1
LEO,"You haven't got the guts.LEO starts to move towards her. SHELLY closes her eyes and pulls the trigger. It discharges and hits LEO. Loudly, we hear LEO grunt like an animal in pain. SHELLY throws the gun to the floor, covers her eyes and cries out in fear. We hear the kitchen door slam shut.CUT TO:CEILING LIGHT FIXTUREWe view a CLOSEUP of the kitchen light fixture hanging from the ceiling as it swings back and forth having been disturbed by the ruckus.TUNE ENDS: BAD DEEDS   34KMORPH TO:EXT. WATER FALL - NIGHTLit by moonlight, we watch and listen to the cascading water fall.CUT TO:INT. GREAT NORTHERN HOTEL - NIGHTWe see DALE COOPER in his FBI jacket, returning from his hike in the woods, walking down the hallway to his his hotel room. As he walks up the hallway the Icelander group start to loudly sing again.SONG: ICELANDER II   21KCompletely frustrated, he throws his hands out at having to deal with another night of their loud singing. COOPER reaches his door and notices it is slightly open. He immediately backs up, draws his gun and points it forward as he slowly enters his dark hotel room.CUT TO:INT. DALE COOPER'S HOTEL ROOM - NIGHTInside his room, he notices a figure at his bed. The Icelander group finish their song and clap.SONG ENDS: ICELANDER II   21KCOOPER trains his gun on the figure and says ...",6,1
COOPER,"Reach over and turn on the light.The lamp near the bed is turned on and we see that it is AUDREY, undressed, in his bed under the sheets. She has tears in her eyes. COOPER raises his gun with a look of shock.TUNE: LOVE THEME   25K",6,1
AUDREY,"Don't make me leave. Please, don't make me leave.TUNE ENDS: LOVE THEME   25KFADE OUT:CLOSE:FADE IN:TUNE: LAURA PALMER'S THEME    We view LAURA PALMER'S homecoming picture as the end credits roll.TUNE ENDS: LAURA PALMER'S THEME    FADE TO BLACK:	",6,1
LOG LADY,"Beauty is in the eye of the beholder. Yet there are those who open many eyes. Eyes are the mirror of the soul, someone has said. So we look closely at the eyes to see the nature of the soul. Sometimes when we see the eyes, those horrible times when we see the eyes, eyes that ... that have no soul. Then we know a darkness, then we wonder. Where is the beauty? There is none if the eyes are soulless.FADE OUT:INTRO:FADE IN:MUSIC: TWIN PEAKS THEME    CREDITS run with the scenes of a bird in a tree, the mill machinery at work, the road into town with the welcome sign, the hotel by the falls and the river.MUSIC ENDS: TWIN PEAKS THEME    FADE OUT:FADE IN:EXT. GREAT NORTHERN HOTEL - NIGHTINSERT: HALF MOONWe FOCUS on a CLOSE-UP of the half moon glowing in the night sky.BACK TO SCENE:An establish shot. We view the lights of the hotel perched on the cliff near falls. The falls ROAR with the sound of cascading water.CUT TO:INT. DALE COOPERâ€™S HOTEL ROOM - NIGHTFBI SPECIAL AGENT DALE COOPER sits at the corner of his bed as he speaks somberly and gently to AUDREY HORNE, who is undressed and in his bed under the sheets.",7,1
COOPER,Audrey your a high school girl. Iâ€™m an agent of the FBI.MUSIC: TWIN PEAKS THEME    AUDREY is teary eyed.,7,1
AUDREY,So do you want me to leave or what?COOPER takes a deep breath as he ponders what to say.,7,1
COOPER,What I want and what I need are two different things Audrey.COOPER takes another deep breath.,7,1
COOPER,"When a man joins the bureau he takes an oath to uphold certain values. Values that heâ€™s sworn to live by. This is wrong Audrey, we both know it.",7,1
AUDREY,But donâ€™t you like me?,7,1
COOPER,"I like you very much. Your beautiful, intelligent, desirable. Your everything a man wants in his life. But what you need right now, more then anything else, is a friend. Someone who will listen.AUDREY wipes tears from her eyes. COOPER reaches into his pocket and pulls out a handkerchief for her.",7,1
AUDREY,Friends huh.COOPER nods yes. AUDREY brightens with a smile. COOPER returns with a smile.,7,1
COOPER,Now Iâ€™m going to go down and get us two malts and some fries downstairs. Then I want you to tell me all your troubles.,7,1
AUDREY,That could take all night.,7,1
COOPER,The night is young.COOPER stands up.,7,1
COOPER,Now Iâ€™m going to get the food ... and your going to get dressed.,7,1
AUDREY,I canâ€™t tell you all my secrets.,7,1
COOPER,Secrets are dangerous things Audrey.,7,1
AUDREY,Do you have any?,7,1
COOPER,No.,7,1
AUDREY,Laura had a lot of secrets.,7,1
COOPER,"Finding those out is my job.AUDREY watches COOPER leave the room. COOPER closes the door behind himself. AUDREY breathes a sigh of relief.MUSIC ENDS: TWIN PEAKS THEME    CUT TO:EXT. TWIN PEAKS SHERIFFâ€™S DEPARTMENT - DAYAn establish shot. We view the front of building with SHERIFF TRUMANâ€™S police cruiser parked in the parking lot. Another police cruiser pulls into the station parking lot.CUT TO:INT. TWIN PEAKS SHERIFFâ€™S DEPARTMENT - DAYDEPUTY ANDY BRENNAN slowly enters the building. ANDY peers to the reception window before he passes the second set of glass double doors, clears his throat and walks toward the reception window. LUCY MORAN, in the reception office, greets ANDY but tries not to look at him.",7,1
LUCY,Good morning Officer Brennan.,7,1
ANDY,Iâ€™d sure wish youâ€™d stop calling me Officer Brennan.,7,1
LUCY,"Officer Andy this is peak activity time at the station switchboard. So its really not convenient for me to talk right now.The phone beside LUCY RINGS and, as a distraction, she quickly answers it.",7,1
LUCY,Twin Peaks Sheriffâ€™s station. May I help you? (reply) One moment please.LUCY puts her hand over the receiver and stares at ANDY. ANDY walks off. LUCY returns to the phone.,7,1
LUCY,"Dr. Stonacheck. Yes its me. (reply) Oh. (reply) Ah-ha. (reply) Well thank you doctor. (reply) No, Iâ€™m fine. (reply) Bye.LUCY hangs up the phone.COOPER enters the building through the front doors, blowing his whittled WHISTLE.",7,1
COOPER,"Morninâ€™ Lucy. I heard that you were out sick yesterday.Depressed, LUCY doesnâ€™t look up at COOPER as she answers.",7,1
LUCY,"Iâ€™m much better today, thanks.COOPER notices but doesnâ€™t get involved. Politely, COOPEr simply nods.",7,1
COOPER,"Good.COOPER walks to the conference room.CUT TO:INT. TWIN PEAKS SHERIFFâ€™S DEPARTMENT - DAYIn the conference room, SHERIFF HARRY S. TRUMAN stands beside the table opposite a bird cage. DR. WILL HAYWARD stands at the end of the table bent over an encyclopedia. Near the table hanging from a stand is a bird cage with WALDO, the mynah bird, from JACQUES RENAULTâ€™S cabin. AGENT COOPER walks into the room and stands near the window and the bird cage.DR. HAYWARDAlright I found it. Gracula Religiosa. Commonly known as the hill mynah. Native to Southeast Asia-Indonesia. Feeds on fruit mainly. Some invertebrates. Its ability to mimic the human voice is amazing.",7,1
SHERIFF TRUMAN,Yeah well so far we havenâ€™t heard a peep.SHERIFF TRUMAN walks to the bird cage.,7,1
SHERIFF TRUMAN,"Hey Waldo whatâ€™s up.DR. HAYWARDWell it says here that mimicry is a kind of play with the mynah. But this oneâ€™s in a weakened condition; starved, dehydrated. Iâ€™d say heâ€™s feeling anything but playful.DR. HAYWARD picks up a grape.DR. HAYWARDHere yaâ€™ go little fella.DR. HAYWARD moves to feed the grape to WALDO but sees COOPER staring at the bird.DR. HAYWARDOh, you wanna feed him Agent Cooper?",7,1
COOPER,I donâ€™t like birds.,7,1
SHERIFF TRUMAN,"When do you think heâ€™ll start talking again?DR. HAYWARDWell, according to the book his urge to mimic should return with his good health.",7,1
COOPER,If it does then we got a witness.DR. HAYWARDWell we better keep feeding him.DR. HAYWARD sourly looks at the grape and then turns to SHERIFF TRUMAN.DR. HAYWARDYou got any apples?,7,1
SHERIFF TRUMAN,Yeah. Thereâ€™s some at the bottom of the fridge.DR. HAYWARDThese grapes are right on the edge.DEPUTY TOMMY â€˜THE HAWKâ€™ HILL enters the room carrying a file.,7,1
HAWK,"These just came in from your office.HAWK hands the file to COOPER, who looks it over. COOPER moves over to SHERIFF TRUMAN.",7,1
COOPER,"Hmm. Forensics confirms that Jacques Renault had three guests to his cabin; Laura Palmer, Ronette Pulaski and Leo Johnson.COOPER looks at the back of a large photograph. The photograph is marked with a stamp as evidence. COOPER flips the photograph over to look at the image.",7,1
COOPER,This is the only exposed negative on that roll of film Harry. Look familiar?COOPER hands the photo to SHERIFF TRUMAN. SHERIFF TRUMAN scans the photograph and smiles.,7,1
SHERIFF TRUMAN,Thatâ€™s our Waldo.,7,1
COOPER,"No Harry, the girl. Thatâ€™s Laura.SHERIFF TRUMAN gives a puzzled look and looks at the photograph again.SHERIFF TRUMANâ€™S POV:Through SHERIFF TRUMANâ€™S POV we view a CLOSE-UP of the photograph. The picture is of WALDO perched on the shoulder of a WOMAN with blonde hair.BACK TO SCENE:Unsure which end is up, SHERIFF TRUMAN turns the photograph around as he continues to look it over.",7,1
COOPER,"Well, now we know who and when. We donâ€™t know why.COOPER stacks some books under the bird cage. COOPER then pulls his mini tape recorder out of his pocket and shows it to SHERIFF TRUMAN.",7,1
COOPER,"Voice activated Harry.With a CLICK, COOPER turns the mini recorder on.",7,1
COOPER,When the bird talks maybe weâ€™ll get some answers.MUSIC: FRESHLY SQUEEZED (0:26 - 3:48) (SLOW VARIANT)     77KCOOPER places his mini tape recorder on the stack of books right below the bird cage. COOPER picks up a file from the folder and hands it to SHERIFF TRUMAN. Paper clipped to the file is a plastic bag containing the notched poker chip.,7,1
COOPER,Albert confirmed that this matches the fragment found in Lauraâ€™s stomach.,7,1
SHERIFF TRUMAN,Thousand dollar chip from One-Eyed Jacks.,7,1
HAWK,Jacques Renaultâ€™s working there. Dealing in the casino.,7,1
COOPER,"Well, I think a little field work is in order.",7,1
SHERIFF TRUMAN,Jacks is over the border. A little out of our jurisdiction.,7,1
COOPER,"Well I know that Harry. Thatâ€™s why I was thinking this would be a good job for the Bookhouse Boys.SHERIFF TRUMAN understands and smiles.MUSIC ENDS: FRESHLY SQUEEZED (0:26 - 3:48) (SLOW VARIANT)     77KCUT TO:EXT. JOHNSON HOUSE - DAYAn establish shot. In the woods a short away distance from the house, BOBBY BRIGGS drives up and parks his car. BOBBY gets out of his car and heads toward the house.DISTANT POV:MUSIC: DARK TIMES???Through binocular sights from someoneâ€™s distant POV, BOBBY walks up to the house.BACK TO SCENE:In the woods a distance away from the house and from the open door of the passenger side of his truck, LEO JOHNSON watches BOBBY through a pair of binoculars. A radio in the truck is on and is tuned to the police band.DEPUTY (OFF SCREEN)Better call Hawk on that one.LEOâ€™S POV:Through the binocular sights of LEOâ€™S POV, BOBBY walks up to the front door of the house.",7,1
BOBBY,"Shelly!SHELLY JOHNSON opens the door. SHELLY and BOBBY embrace.BACK TO SCENE:Sitting in his truck, LEO puts the binoculars away.",7,1
LEO,"Bobby Briggs.LEO reaches for his rifle. LEO pulls his rifle out and aims it toward the house. Using his damaged arm to hold up the long end of the rifle, LEO peers through the rifleâ€™s telescoping sight.LEOâ€™S POV:Through LEOâ€™S POV, BOBBY and SHELLY just barely walk inside the house.BACK TO SCENE:",7,1
LEO,"Come on lover boy. Leoâ€™s waiting.MUSIC ENDS: DARK TIMES???CUT TO:INT. JOHNSON HOUSE - DAYSHELLY, wearing a robe, moves to the kitchen. BOBBY follows SHELLY into the kitchen.",7,1
SHELLY,I called you but your dad answered it. I didnâ€™t know what to say.,7,1
BOBBY,"Bobbyâ€™s here baby, Bobbyâ€™s here.SHELLY uncontrollably starts to cry in fear.",7,1
SHELLY,(distraught) I shot him Bobby. I know I did. He just screamed and screamed. He sounded like an animal.,7,1
BOBBY,He what? Slow down Shelly. Talk to me.,7,1
SHELLY,(distraught) Heâ€™s out there ... and now heâ€™s going to kill me. Bobby heâ€™s going to kill me.BOBBY stands in front and close to SHELLY.,7,1
BOBBY,Shelly. Shelly. Start over. Go real slow.BOBBY cradles his hands around SHELLYâ€™S neck and head.,7,1
SHELLY,Leo came home late last night. He was all beat up. He had blood all over him. I told him ... I was never ... ever gonna let him hurt me again but he came at me.SHELLY becomes even more upset.,7,1
SHELLY,So I pulled the trigger. I shot him Bobby. What am I going to do? Where am I going to hide?,7,1
BOBBY,"Shelly, Leo Johnson is history. Understand?MUSIC: DARK TIMES???",7,1
BOBBY,"Iâ€™m taking care of you from now on. Iâ€™m going to deal with Leo. Iâ€™m going to deal with James. Bobbyâ€™s going to deal with everything.SHELLY kisses BOBBY. SHELLY rests her head on BOBBYâ€™S chest. BOBBY cradles SHELLYâ€™S head and gives an intense glare as he thinks.CUT TO:EXT. JOHNSON HOUSE - DAYLEO sits in his truck with his rifle pointed at the house. LEO listens to the police band radio as he waits for BOBBY or SHELLY to exit. Over the police band on the radio, LUCY can be heard.LUCY (OFF SCREEN)Birdseed? No this bird eats fruit. The sheriff says its a witness.Shocked, LEO looks at his radio.LUCY (OFF SCREEN)Naw, not just because it saw something, because it talks and it needs to be ...LEO remembers the bird and immediately reacts. LEO puts his rifle away, closes the door, walks to the other side of the truck, enters and drives off.MUSIC ENDS: DARK TIMES???CUT TO:INT. HAYWARD HOUSE - DAYWe FOCUS on a piano and a black vase. A CLICK from a depressed button is heard followed by the voice of LAURA PALMER from an audio tape. We PAN RIGHT to the dining room table where DONNA HAYWARD and MADELEINE FERGUSON are seated. On the table is a tape player. JAMES HURLEY paces the floor beside the table as he listens.MUSIC: LAURA PALMERâ€™S THEME    LAURA (FROM TAPE)Whatâ€™s up doc. Just a few words before I go to sleep. I feel like Iâ€™m going to dream tonight. Big bad ones, you know, the kind you like. Its easier talking into the recorder. I guess I feel I can say anything. All my secrets. The naked ones. I know you like those doc. I know you like me too. Thatâ€™ll be my little secret okay. Just like your coconut. Why is it so easy to make men like me? And I donâ€™t even have to try very hard. Maybe ... if it was harder ...MUSIC ENDS: LAURA PALMERâ€™S THEME    JAMES stops the tape. MADELEINE picks up an empty cassette case from a shoe box beside her.",7,1
MADELEINE,This oneâ€™s empty.MADELEINE hands the empty case to JAMES. JAMES reads the label on the empty case.,7,1
JAMES,February 23. The night Laura died.JAMES hands the empty case back to MADELEINE. DONNA looks in the shoe box for an unboxed tape cassette.,7,1
DONNA,The tapeâ€™s not in there.,7,1
JAMES,"He must still have it. I mean she died, he never returned it.",7,1
MADELEINE,"God, do you think Dr. Jacoby killed her?",7,1
JAMES,Weâ€™re going to find that tape. Tonight.,7,1
DONNA,Where?,7,1
JAMES,Jacobyâ€™s office.,7,1
MADELEINE,What if heâ€™s there.,7,1
JAMES,Weâ€™ll get him out.,7,1
DONNA,How?,7,1
JAMES,Maybe he gets a phone call. From Laura.JAMES rewinds the tape and then pushes the play button. Again we hear LAURAâ€™S voice from the tape player.,7,1
LAURA,Whatâ€™s up doc?MUSIC: LAURA PALMERâ€™S THEME    ,7,1
LAURA,"Just a few words before I go to sleep. I feel like Iâ€™m going to dream tonight.MUSIC ENDS: LAURA PALMERâ€™S THEME    CUT TO:EXT. HORNEâ€™S DEPARTMENT STORE - DAYMUSIC: FRESHLY SQUEEZED (0:26- 3:48)An establish shot. We view the exterior of the store.CUT TO:INT. HORNEâ€™S DEPARTMENT STORE - DAYStanding behind the perfume counter, AUDREY handles a CUSTOMER.",7,1
AUDREY,Here try this. It smells like a forest.AUDREY hands the CUSTOMER a bottle of perfume to smell.,7,1
CUSTOMER,This wonâ€™t do. I want something more fruity.,7,1
AUDREY,Fruity.,7,1
CUSTOMER,"As in fruit.MR. EMORY BATTIS, the store vice-president, walks up to the perfume counter and talks to JENNY, a salesgirl working with AUDREY. AUDREY searches for another fragrance for the CUSTOMER but, standing near JENNY, is more interested in listening in on JENNYâ€™S and BATTISâ€™S discussion.",7,1
EMORY,Could I see you in my office in five minutes?,7,1
JENNY,Sure.EMORY walks off.,7,1
CUSTOMER,Iâ€™m not making myself clear. I want a scent that makes a statement.,7,1
AUDREY,"Maybe you should try hanging it around your neck. Its a perfume, its a fashion accessory. Two statements for the price of one.",7,1
CUSTOMER,I donâ€™t appreciate your attitude.The CUSTOMER walks away.,7,1
